Países;Sexo/Brecha de género;Niveles de educación;Periodo;Total
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;76,5
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;75,7
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;76,8
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;76,5
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;74,9
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;70,8
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;69,7
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;68,1
Portugal;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;66,1
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;80,6
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;79,4
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;77,1
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;76,3
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;80,1
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;78,3
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;77,1
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;74,8
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;73
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;71,6
Portugal;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;69,1
Portugal;Hombres;Educación superior (nivel 5-8);2023;87,8
Portugal;Hombres;Educación superior (nivel 5-8);2022;87,2
Portugal;Hombres;Educación superior (nivel 5-8);2021;85,8
Portugal;Hombres;Educación superior (nivel 5-8);2020;83,9
Portugal;Hombres;Educación superior (nivel 5-8);2019;86,6
Portugal;Hombres;Educación superior (nivel 5-8);2018;86,4
Portugal;Hombres;Educación superior (nivel 5-8);2017;84,5
Portugal;Hombres;Educación superior (nivel 5-8);2016;83,1
Portugal;Hombres;Educación superior (nivel 5-8);2015;81,2
Portugal;Hombres;Educación superior (nivel 5-8);2014;81,9
Portugal;Hombres;Educación superior (nivel 5-8);2013;78,7
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;14
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;15,3
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;15,6
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;14,1
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;14,7
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;14,7
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;15,1
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;12,6
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;12,7
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;12,4
Portugal;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;11
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;4,7
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;5,1
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;5,9
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;5,4
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;4,9
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;4
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;4,4
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;5,5
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;4,7
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;4,6
Portugal;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;3,8
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;0,5
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;0,1
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;-0,3
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;-0,9
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;1,8
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;1,4
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;1,5
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;2,1
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;1,3
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;4
Portugal;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;2,9
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;28,4
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;28,5
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;26,3
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;40,2
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;41,3
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;40,7
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;40,6
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;38,9
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;40,8
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;44,7
Rumanía;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;44
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;60,1
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;59,1
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;57,6
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;59,9
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;60,4
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;60,4
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;60,1
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;57,6
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;57,2
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;57,3
Rumanía;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;55,3
Rumanía;Mujeres;Educación superior (nivel 5-8);2023;88,3
Rumanía;Mujeres;Educación superior (nivel 5-8);2022;87,8
Rumanía;Mujeres;Educación superior (nivel 5-8);2021;86,7
Rumanía;Mujeres;Educación superior (nivel 5-8);2020;87
Rumanía;Mujeres;Educación superior (nivel 5-8);2019;87,3
Rumanía;Mujeres;Educación superior (nivel 5-8);2018;86,4
Rumanía;Mujeres;Educación superior (nivel 5-8);2017;86,4
Rumanía;Mujeres;Educación superior (nivel 5-8);2016;83,6
Rumanía;Mujeres;Educación superior (nivel 5-8);2015;82,9
Rumanía;Mujeres;Educación superior (nivel 5-8);2014;80,3
Rumanía;Mujeres;Educación superior (nivel 5-8);2013;79,7
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;63,8
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;63,3
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;61,4
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;73,4
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;74
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;71,5
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;70,8
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;68,1
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;68,3
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;67,1
Rumanía;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;64,5
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;79,1
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;78
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;77,8
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;79,5
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;79,5
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;78,3
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;76,4
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;73,9
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;73,7
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;74,1
Rumanía;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;71,1
Rumanía;Hombres;Educación superior (nivel 5-8);2023;91,5
Rumanía;Hombres;Educación superior (nivel 5-8);2022;91,4
Rumanía;Hombres;Educación superior (nivel 5-8);2021;90,5
Rumanía;Hombres;Educación superior (nivel 5-8);2020;90,9
Rumanía;Hombres;Educación superior (nivel 5-8);2019;91,2
Rumanía;Hombres;Educación superior (nivel 5-8);2018;90,6
Rumanía;Hombres;Educación superior (nivel 5-8);2017;89,7
Rumanía;Hombres;Educación superior (nivel 5-8);2016;89,1
Rumanía;Hombres;Educación superior (nivel 5-8);2015;88
Rumanía;Hombres;Educación superior (nivel 5-8);2014;84,8
Rumanía;Hombres;Educación superior (nivel 5-8);2013;83,9
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;35,4
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;34,8
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;35,1
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;33,2
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;32,7
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;30,8
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;30,2
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;29,2
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;27,5
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;22,4
Rumanía;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;20,5
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;19
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;18,9
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;20,2
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;19,6
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;19,1
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;17,9
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;16,3
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;16,3
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;16,5
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;16,8
Rumanía;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;15,8
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;3,2
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;3,6
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;3,8
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;3,9
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;3,9
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;4,2
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;3,3
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;5,5
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;5,1
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;4,5
Rumanía;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;4,2
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;44,6
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;40,2
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;40,1
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;40,6
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;43,2
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;40,9
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;41,1
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;39
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;41,6
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;41,5
Eslovenia;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;35,8
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;69,4
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;66,5
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;63,9
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;65,6
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;68,5
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;68,6
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;65,6
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;62,4
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;60,3
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;60,2
Eslovenia;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;59,9
Eslovenia;Mujeres;Educación superior (nivel 5-8);2023;88,5
Eslovenia;Mujeres;Educación superior (nivel 5-8);2022;88,8
Eslovenia;Mujeres;Educación superior (nivel 5-8);2021;87,6
Eslovenia;Mujeres;Educación superior (nivel 5-8);2020;88,6
Eslovenia;Mujeres;Educación superior (nivel 5-8);2019;87,6
Eslovenia;Mujeres;Educación superior (nivel 5-8);2018;85,9
Eslovenia;Mujeres;Educación superior (nivel 5-8);2017;84,8
Eslovenia;Mujeres;Educación superior (nivel 5-8);2016;83
Eslovenia;Mujeres;Educación superior (nivel 5-8);2015;80,4
Eslovenia;Mujeres;Educación superior (nivel 5-8);2014;79,6
Eslovenia;Mujeres;Educación superior (nivel 5-8);2013;80,8
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;62,4
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;59,4
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;58,2
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;54,6
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;57,1
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;61
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;58,2
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;52,7
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;55
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;54
Eslovenia;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;53,5
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;79,2
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;79,6
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;76,9
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;76,7
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;78,5
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;77,5
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;75,8
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;72,7
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;71,9
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;70,5
Eslovenia;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;70,5
Eslovenia;Hombres;Educación superior (nivel 5-8);2023;91,7
Eslovenia;Hombres;Educación superior (nivel 5-8);2022;90,6
Eslovenia;Hombres;Educación superior (nivel 5-8);2021;89,6
Eslovenia;Hombres;Educación superior (nivel 5-8);2020;90,5
Eslovenia;Hombres;Educación superior (nivel 5-8);2019;92,1
Eslovenia;Hombres;Educación superior (nivel 5-8);2018;90,9
Eslovenia;Hombres;Educación superior (nivel 5-8);2017;88,4
Eslovenia;Hombres;Educación superior (nivel 5-8);2016;85,4
Eslovenia;Hombres;Educación superior (nivel 5-8);2015;86,9
Eslovenia;Hombres;Educación superior (nivel 5-8);2014;85,4
Eslovenia;Hombres;Educación superior (nivel 5-8);2013;84,7
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;17,8
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;19,2
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;18,1
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;14
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;13,9
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;20,1
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;17,1
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;13,7
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;13,4
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;12,5
Eslovenia;Brecha de género (hombres - mujeres);Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;17,7
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2023;9,8
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2022;13,1
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2021;13
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2020;11,1
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2019;10
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2018;8,9
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2017;10,2
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2016;10,3
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2015;11,6
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2014;10,3
Eslovenia;Brecha de género (hombres - mujeres);Secundaria 2ª etapa (nivel 3-4);2013;10,6
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2023;3,2
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2022;1,8
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2021;2
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2020;1,9
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2019;4,5
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2018;5
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2017;3,6
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2016;2,4
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2015;6,5
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2014;5,8
Eslovenia;Brecha de género (hombres - mujeres);Educación superior (nivel 5-8);2013;3,9
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;24,7
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;25,5
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;23,9
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;27,5
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;29,2
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;29,4
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;32,4
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;30,6
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;29,4
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;28,2
República Eslovaca;Mujeres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;26,5
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2023;72,4
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2022;71,4
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2021;69,3
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2020;66,7
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2019;68,6
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2018;67,3
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2017;66,2
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2016;63,5
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2015;61,1
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2014;59,7
República Eslovaca;Mujeres;Secundaria 2ª etapa (nivel 3-4);2013;58,6
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2023;86,3
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2022;84,8
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2021;83,8
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2020;75,4
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2019;75,3
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2018;74
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2017;73,5
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2016;72,8
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2015;70,9
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2014;69,5
República Eslovaca;Mujeres;Educación superior (nivel 5-8);2013;69,3
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2023;43,4
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2022;38
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2021;30,6
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2020;41,5
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2019;44,1
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2018;45
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2017;43,7
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2016;42,8
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2015;38,2
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2014;36
República Eslovaca;Hombres;Preescolar, primaria y secundaria 1ª etapa (nivel 0-2);2013;35,8
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2023;81,6
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2022;81,4
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2021;80,4
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2020;79,8
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2019;81,5
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2018;80,8
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2017;78,9
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2016;78,6
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2015;76,5
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2014;74,8
República Eslovaca;Hombres;Secundaria 2ª etapa (nivel 3-4);2013;73,3
República Eslovaca;Hombres;Educación superior (nivel 5-8);2023;90,2
