Países;Secciones;Periodo;Total
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2014;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2010;..
Malta;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;12,5
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;13,1
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;13,4
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;14,2
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;14,4
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;14,8
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;15,3
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;16,4
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;16,6
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;17,5
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;18,1
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;18
Países Bajos;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;18,9
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;13,5
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;14,2
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;14,6
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;14,7
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;15,1
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;15,6
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;16,1
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;17
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;17,2
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;18
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;18,8
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;17,8
Países Bajos;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;18,5
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2021;1
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2020;1,1
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2019;0,5
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2018;2,6
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2017;2,1
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2016;3,2
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2015;3,6
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2014;3,7
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2013;4,9
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2012;7
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2011;8,2
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2010;13,7
Países Bajos;O Administración Pública y defensa, Seguridad Social obligatoria;2009;15,3
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;..
Austria;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;..
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;18,8
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;18,9
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;19,9
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;20,4
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;20,7
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;20,8
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;21,8
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;22,2
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;22,3
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;22,9
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;23,5
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;24
Austria;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;24,3
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2018;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2014;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2010;..
Austria;O Administración Pública y defensa, Seguridad Social obligatoria;2009;..
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;4,8
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;4,8
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;6,8
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;8,8
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;7,2
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;7,1
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;7,4
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;7,7
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;7,3
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;6,8
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;5,9
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;4,9
Polonia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;8
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;4,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;4,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;6,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;8,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;7
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;7,1
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;7,3
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;7,7
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;7,1
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;6,4
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;5,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;4,5
Polonia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;8
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;13,4
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;13,4
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;14,3
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;15,1
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;15,5
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;15,3
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;15,7
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;16
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;16,8
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;17,6
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;17,2
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;16,8
Polonia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;17,1
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;..
Portugal;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;0
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;11,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;11,4
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;10,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;8,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;10,8
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;13,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;16
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;14,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;13,3
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;15
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;12,9
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;12,8
Portugal;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;10
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2021;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2020;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2019;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2018;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2017;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2016;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2015;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2014;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2013;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2012;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2011;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2010;..
Portugal;O Administración Pública y defensa, Seguridad Social obligatoria;2009;0
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;2,6
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;1,2
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;2
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;1
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;1,6
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;3,6
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;4,5
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;3,4
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;3,7
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;6,1
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;9
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;8,4
Rumanía;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;6,7
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;3,6
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;2,4
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;3,3
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;2,2
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;2,9
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;4,8
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;5,6
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;4,5
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;4,9
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;6,9
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;9,6
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;8,8
Rumanía;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;7,4
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2021;4,2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2020;2,9
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2019;1,2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2018;2,3
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2017;1,3
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2016;-1
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2015;-0,1
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2014;-1,1
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2013;0,2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2012;0,2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2011;2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2010;-0,2
Rumanía;O Administración Pública y defensa, Seguridad Social obligatoria;2009;3,7
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;4,7
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;3,9
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;7,7
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;9
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;8
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;7,8
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;7,6
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;6,6
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;5,8
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;4,4
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;2,8
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;0,7
Eslovenia;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;-0,3
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;3,8
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;3,1
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2019;7,9
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2018;9,3
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2017;8,4
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2016;8,1
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2015;8,2
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2014;7
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2013;6,3
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2012;4,5
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2011;3,3
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2010;0,9
Eslovenia;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2009;-0,9
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2021;18,3
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2020;16,3
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2019;13,1
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2018;10,4
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2017;8,3
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2016;7,5
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2015;4,1
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2014;4,1
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2013;3,5
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2012;4,9
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2011;5
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2010;5,5
Eslovenia;O Administración Pública y defensa, Seguridad Social obligatoria;2009;8,5
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2021;16,4
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2020;15,5
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2019;18,1
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2018;19,7
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2017;19,9
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2016;19
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2015;19,8
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2014;19,8
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2013;18,7
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2012;20,8
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2011;19,9
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2010;19,6
República Eslovaca;B_S Secciones B-S: Industria, construcción y servicios (excepto actividades de los hogares como empleadores y organizaciones extraterritoriales);2009;21,7
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2021;16,6
República Eslovaca;Secciones B-S excepto O: Industria, construcción y servicios (excepto Administración Pública, defensa, seguridad social obligatoria);2020;15,8
